Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type	Standard Text Value
CHEMBL4798668		None	864.06	2	2.96	22	CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12	IC50	'='	6	nM	8.22			UO_0000065	9.52	0.18	5.26	4.67	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4763804		None	1000.28	None	None	12	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCNC(=O)CCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1	IC50	'='	24	nM	7.62			UO_0000065	7.62	None	None	None	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4749646		None	878.09	2	3.35	23	CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CCN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12	IC50	'='	5	nM	8.3			UO_0000065	9.45	0.18	4.95	4.71	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL2205766		None	346.42	0	1.45	"14, CZC24758"	CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1	IC50	'>'	10000	nM				UO_0000065					0	CHEMBL2211511	Inhibition of IRAK3	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL2203257	1	Scientific Literature	Bioorg Med Chem Lett	2012	None			
CHEMBL4097778	TP-030n	None	458.54	0	1.13	TP-030n	CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21	IC50		1000	nM				UO_0000065					0	CHEMBL4885315	IRAK3(IRK3PFE1) Takeda global kinase panel	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4507327	54	Donated Chemical Probes - SGC Frankfurt		2021	None	Compound concentration None 1.0 µM		
CHEMBL4744403		None	384.53	0	2.74	5	CC(=O)N1CCN([C@H]2CC[C@@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1	IC50	'='	6	nM	8.22			UO_0000065	21.38	0.4	5.48	12.5	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4787051		None	1044.33	None	None	13	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)CCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1	IC50	'='	25	nM	7.6			UO_0000065	7.28	None	None	None	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4779139		None	1088.39	None	None	14	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCNC(=O)CCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1	IC50	'='	19	nM	7.72			UO_0000065	7.09	None	None	None	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4791281		None	768.92	2	2.91	20	CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c12	IC50	'='	13	nM	7.89			UO_0000065	10.26	0.19	4.98	4.14	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4778668		None	846	2	2.69	10	CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCOCCOCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c12	IC50	'='	50	nM	7.3			UO_0000065	8.63	0.16	4.61	3.68	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4754560		None	940.23	2	4.64	15	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCNC(=O)CCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1	IC50	'='	15	nM	7.82			UO_0000065	8.32	0.16	3.18	3.79	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4788568		None	384.53	0	2.97	3	CC(=O)N1CCN([C@H]2CC[C@@H](Nc3ncnc4[nH]cc(C(C)C)c34)CC2)CC1	IC50	'='	4	nM	8.4			UO_0000065	21.84	0.41	5.43	10.89	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4757434		None	873.02	2	2.18	18	CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCOCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c12	IC50	'='	21	nM	7.68			UO_0000065	8.79	0.17	5.5	3.52	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4094760		None	385.51	0	2.91	2	c1nc(N[C@H]2CC[C@@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1	IC50	'='	10	nM	8			UO_0000065	20.75	0.39	5.09	10.62	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4779593		None	828.97	2	2.16	17	CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c12	IC50	'='	10	nM	8			UO_0000065	9.65	0.18	5.84	3.83	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4634922		None	433.46	0	2.67	21	CC(C)Nc1cc(Nc2nc3ccnn3cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O	IC50	'='	760	nM	6.12			UO_0000065	14.12	0.27	3.45	5.25	0	CHEMBL4625646	Inhibition of human wild type partial length IRAK3 (147 to 596 residues) expressed in bacterial expression system	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4622963	1	Scientific Literature	ACS Med Chem Lett	2020	None			
CHEMBL4762658		None	1003.28	None	None	6	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1	IC50	'='	21	nM	7.68			UO_0000065	7.65	None	None	None	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
CHEMBL4750934		None	1047.33	None	None	7	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1	IC50	'='	51	nM	7.29			UO_0000065	6.96	None	None	None	0	CHEMBL4729445	Inhibition of kinase tracer 236 binding to recombinant human full-length GST-tagged IRAK3 expressed in insect cells by Lanthascreen Eu kinase binding assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens	SINGLE PROTEIN	CHEMBL4725370	1	Scientific Literature	J Med Chem	2020	None		INHIBITOR	
